source_seed,replicate,arm,seed,founder_trait,sampled_individual_id,source_founder_id,tick,population,births,deaths,organism_energy,food_energy,supplied_energy,dissipated_energy,mean_genome,genome_variants,founder_lineages,max_generation,ever_genome_values,changed_births
1908,4,sampled,2044,250,222,56,500,2,560,638,37,5708,35024,29279,250.0,1,1,16,1,0
1908,4,sampled,2044,250,222,56,1000,28,1049,1101,463,8660,63532,54409,250.0,1,1,29,1,0
1908,4,sampled,2044,250,222,56,5000,84,4834,4830,1493,5396,291908,285019,250.0,1,1,130,1,0
1908,4,sampled,2044,250,222,56,10000,33,9311,9358,685,11400,579156,567071,250.0,1,1,247,1,0
1909,0,ancestor,2045,250,226,33,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1909,0,ancestor,2045,250,226,33,100,9,142,213,108,4808,13056,8140,250.0,1,4,6,1,0
1909,0,ancestor,2045,250,226,33,500,0,142,222,0,22272,30588,8316,,0,0,,1,0
1909,0,ancestor,2045,250,226,33,1000,0,142,222,0,24556,32872,8316,,0,0,,1,0
1909,0,ancestor,2045,250,226,33,5000,0,142,222,0,24576,32892,8316,,0,0,,1,0
1909,0,ancestor,2045,250,226,33,10000,0,142,222,0,24576,32892,8316,,0,0,,1,0
1909,0,sampled,2045,256,226,33,0,80,0,0,1920,5120,7040,0,256.0,1,80,0,1,0
1909,0,sampled,2045,256,226,33,100,3,150,227,78,4780,12992,8134,256.0,1,2,6,1,0
1909,0,sampled,2045,256,226,33,500,14,534,600,299,6204,35752,29249,256.0,1,2,14,1,0
1909,0,sampled,2045,256,226,33,1000,36,999,1043,772,9528,63996,53696,256.0,1,2,30,1,0
1909,0,sampled,2045,256,226,33,5000,49,4815,4846,927,7716,292012,283369,256.0,1,1,141,1,0
1909,0,sampled,2045,256,226,33,10000,68,9588,9600,1092,6176,580816,573548,256.0,1,1,312,1,0
1909,1,ancestor,2046,250,226,33,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1909,1,ancestor,2046,250,226,33,100,9,156,227,131,4704,12972,8137,250.0,1,3,11,1,0
1909,1,ancestor,2046,250,226,33,500,32,522,570,706,6908,37228,29614,250.0,1,1,25,1,0
1909,1,ancestor,2046,250,226,33,1000,52,907,935,930,10728,65836,54178,250.0,1,1,44,1,0
1909,1,ancestor,2046,250,226,33,5000,69,4694,4705,1272,6928,297024,288824,250.0,1,1,144,1,0
1909,1,ancestor,2046,250,226,33,10000,43,9214,9251,726,7352,584912,576834,250.0,1,1,260,1,0
1909,1,sampled,2046,256,226,33,0,80,0,0,1920,5120,7040,0,256.0,1,80,0,1,0
1909,1,sampled,2046,256,226,33,100,1,159,238,6,4752,13120,8362,256.0,1,1,0,1,0
1909,1,sampled,2046,256,226,33,500,0,159,239,0,22568,30936,8368,,0,0,,1,0
1909,1,sampled,2046,256,226,33,1000,0,159,239,0,24568,32936,8368,,0,0,,1,0
1909,1,sampled,2046,256,226,33,5000,0,159,239,0,24576,32944,8368,,0,0,,1,0
1909,1,sampled,2046,256,226,33,10000,0,159,239,0,24576,32944,8368,,0,0,,1,0
1909,2,ancestor,2047,250,226,33,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1909,2,ancestor,2047,250,226,33,100,7,149,222,114,4540,12936,8282,250.0,1,4,8,1,0
1909,2,ancestor,2047,250,226,33,500,0,149,229,0,22324,30824,8500,,0,0,,1,0
1909,2,ancestor,2047,250,226,33,1000,0,149,229,0,24568,33068,8500,,0,0,,1,0
1909,2,ancestor,2047,250,226,33,5000,0,149,229,0,24576,33076,8500,,0,0,,1,0
1909,2,ancestor,2047,250,226,33,10000,0,149,229,0,24576,33076,8500,,0,0,,1,0
1909,2,sampled,2047,256,226,33,0,80,0,0,1920,5120,7040,0,256.0,1,80,0,1,0
1909,2,sampled,2047,256,226,33,100,2,151,229,45,4616,12860,8199,256.0,1,2,0,1,0
1909,2,sampled,2047,256,226,33,500,0,151,231,0,22300,30564,8264,,0,0,,1,0
1909,2,sampled,2047,256,226,33,1000,0,151,231,0,24560,32824,8264,,0,0,,1,0
1909,2,sampled,2047,256,226,33,5000,0,151,231,0,24576,32840,8264,,0,0,,1,0
1909,2,sampled,2047,256,226,33,10000,0,151,231,0,24576,32840,8264,,0,0,,1,0
1909,3,ancestor,2048,250,226,33,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1909,3,ancestor,2048,250,226,33,100,1,150,229,3,4780,12980,8197,250.0,1,1,2,1,0
1909,3,ancestor,2048,250,226,33,500,0,150,230,0,22476,30676,8200,,0,0,,1,0
1909,3,ancestor,2048,250,226,33,1000,0,150,230,0,24548,32748,8200,,0,0,,1,0
1909,3,ancestor,2048,250,226,33,5000,0,150,230,0,24576,32776,8200,,0,0,,1,0
1909,3,ancestor,2048,250,226,33,10000,0,150,230,0,24576,32776,8200,,0,0,,1,0
1909,3,sampled,2048,256,226,33,0,80,0,0,1920,5120,7040,0,256.0,1,80,0,1,0
1909,3,sampled,2048,256,226,33,100,1,153,232,23,4580,12872,8269,256.0,1,1,4,1,0
1909,3,sampled,2048,256,226,33,500,0,153,233,0,22300,30620,8320,,0,0,,1,0
1909,3,sampled,2048,256,226,33,1000,0,153,233,0,24544,32864,8320,,0,0,,1,0
1909,3,sampled,2048,256,226,33,5000,0,153,233,0,24576,32896,8320,,0,0,,1,0
1909,3,sampled,2048,256,226,33,10000,0,153,233,0,24576,32896,8320,,0,0,,1,0
1909,4,ancestor,2049,250,226,33,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1909,4,ancestor,2049,250,226,33,100,3,148,225,17,4896,13072,8159,250.0,1,3,4,1,0
1909,4,ancestor,2049,250,226,33,500,0,148,228,0,22460,30656,8196,,0,0,,1,0
1909,4,ancestor,2049,250,226,33,1000,0,148,228,0,24552,32748,8196,,0,0,,1,0
1909,4,ancestor,2049,250,226,33,5000,0,148,228,0,24576,32772,8196,,0,0,,1,0
1909,4,ancestor,2049,250,226,33,10000,0,148,228,0,24576,32772,8196,,0,0,,1,0
1909,4,sampled,2049,256,226,33,0,80,0,0,1920,5120,7040,0,256.0,1,80,0,1,0
1909,4,sampled,2049,256,226,33,100,7,150,223,76,4632,13000,8292,256.0,1,6,7,1,0
1909,4,sampled,2049,256,226,33,500,22,650,708,242,3720,34648,30686,256.0,1,1,23,1,0
1909,4,sampled,2049,256,226,33,1000,22,1062,1120,430,9252,62888,53206,256.0,1,1,34,1,0
1909,4,sampled,2049,256,226,33,5000,43,4966,5003,786,10100,291468,280582,256.0,1,1,137,1,0
1909,4,sampled,2049,256,226,33,10000,23,9613,9670,373,6652,580024,572999,256.0,1,1,241,1,0
1910,0,ancestor,2050,250,43,43,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1910,0,ancestor,2050,250,43,43,100,7,154,227,79,4544,12884,8261,250.0,1,4,7,1,0
1910,0,ancestor,2050,250,43,43,500,85,669,664,1161,2652,34080,30267,250.0,1,2,31,1,0
1910,0,ancestor,2050,250,43,43,1000,23,1080,1137,422,8096,62824,54306,250.0,1,1,32,1,0
1910,0,ancestor,2050,250,43,43,5000,87,4897,4890,1833,7812,290324,280679,250.0,1,1,165,1,0
1910,0,ancestor,2050,250,43,43,10000,71,9543,9552,1250,8744,577120,567126,250.0,1,1,299,1,0
1910,0,sampled,2050,250,43,43,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1910,0,sampled,2050,250,43,43,100,7,154,227,79,4544,12884,8261,250.0,1,4,7,1,0
1910,0,sampled,2050,250,43,43,500,85,669,664,1161,2652,34080,30267,250.0,1,2,31,1,0
1910,0,sampled,2050,250,43,43,1000,23,1080,1137,422,8096,62824,54306,250.0,1,1,32,1,0
1910,0,sampled,2050,250,43,43,5000,87,4897,4890,1833,7812,290324,280679,250.0,1,1,165,1,0
1910,0,sampled,2050,250,43,43,10000,71,9543,9552,1250,8744,577120,567126,250.0,1,1,299,1,0
1910,1,ancestor,2051,250,43,43,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1910,1,ancestor,2051,250,43,43,100,2,160,238,15,4652,12772,8105,250.0,1,2,3,1,0
1910,1,ancestor,2051,250,43,43,500,0,160,240,0,22224,30344,8120,,0,0,,1,0
1910,1,ancestor,2051,250,43,43,1000,0,160,240,0,24544,32664,8120,,0,0,,1,0
1910,1,ancestor,2051,250,43,43,5000,0,160,240,0,24576,32696,8120,,0,0,,1,0
1910,1,ancestor,2051,250,43,43,10000,0,160,240,0,24576,32696,8120,,0,0,,1,0
1910,1,sampled,2051,250,43,43,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1910,1,sampled,2051,250,43,43,100,2,160,238,15,4652,12772,8105,250.0,1,2,3,1,0
1910,1,sampled,2051,250,43,43,500,0,160,240,0,22224,30344,8120,,0,0,,1,0
1910,1,sampled,2051,250,43,43,1000,0,160,240,0,24544,32664,8120,,0,0,,1,0
1910,1,sampled,2051,250,43,43,5000,0,160,240,0,24576,32696,8120,,0,0,,1,0
1910,1,sampled,2051,250,43,43,10000,0,160,240,0,24576,32696,8120,,0,0,,1,0
1910,2,ancestor,2052,250,43,43,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1910,2,ancestor,2052,250,43,43,100,1,160,239,12,4968,13128,8148,250.0,1,1,0,1,0
1910,2,ancestor,2052,250,43,43,500,0,160,240,0,22528,30732,8204,,0,0,,1,0
1910,2,ancestor,2052,250,43,43,1000,0,160,240,0,24568,32772,8204,,0,0,,1,0
1910,2,ancestor,2052,250,43,43,5000,0,160,240,0,24576,32780,8204,,0,0,,1,0
1910,2,ancestor,2052,250,43,43,10000,0,160,240,0,24576,32780,8204,,0,0,,1,0
1910,2,sampled,2052,250,43,43,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1910,2,sampled,2052,250,43,43,100,1,160,239,12,4968,13128,8148,250.0,1,1,0,1,0
1910,2,sampled,2052,250,43,43,500,0,160,240,0,22528,30732,8204,,0,0,,1,0
1910,2,sampled,2052,250,43,43,1000,0,160,240,0,24568,32772,8204,,0,0,,1,0
1910,2,sampled,2052,250,43,43,5000,0,160,240,0,24576,32780,8204,,0,0,,1,0
1910,2,sampled,2052,250,43,43,10000,0,160,240,0,24576,32780,8204,,0,0,,1,0
1910,3,ancestor,2053,250,43,43,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1910,3,ancestor,2053,250,43,43,100,4,155,231,44,4512,12784,8228,250.0,1,4,7,1,0
1910,3,ancestor,2053,250,43,43,500,0,156,236,0,22112,30504,8392,,0,0,,1,0
1910,3,ancestor,2053,250,43,43,1000,0,156,236,0,24552,32944,8392,,0,0,,1,0
1910,3,ancestor,2053,250,43,43,5000,0,156,236,0,24576,32968,8392,,0,0,,1,0
1910,3,ancestor,2053,250,43,43,10000,0,156,236,0,24576,32968,8392,,0,0,,1,0
1910,3,sampled,2053,250,43,43,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1910,3,sampled,2053,250,43,43,100,4,155,231,44,4512,12784,8228,250.0,1,4,7,1,0
1910,3,sampled,2053,250,43,43,500,0,156,236,0,22112,30504,8392,,0,0,,1,0
1910,3,sampled,2053,250,43,43,1000,0,156,236,0,24552,32944,8392,,0,0,,1,0
1910,3,sampled,2053,250,43,43,5000,0,156,236,0,24576,32968,8392,,0,0,,1,0
1910,3,sampled,2053,250,43,43,10000,0,156,236,0,24576,32968,8392,,0,0,,1,0
1910,4,ancestor,2054,250,43,43,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1910,4,ancestor,2054,250,43,43,100,3,150,227,8,4488,12904,8408,250.0,1,3,9,1,0
1910,4,ancestor,2054,250,43,43,500,0,150,230,0,22372,30788,8416,,0,0,,1,0
1910,4,ancestor,2054,250,43,43,1000,0,150,230,0,24560,32976,8416,,0,0,,1,0
1910,4,ancestor,2054,250,43,43,5000,0,150,230,0,24576,32992,8416,,0,0,,1,0
1910,4,ancestor,2054,250,43,43,10000,0,150,230,0,24576,32992,8416,,0,0,,1,0
1910,4,sampled,2054,250,43,43,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1910,4,sampled,2054,250,43,43,100,3,150,227,8,4488,12904,8408,250.0,1,3,9,1,0
1910,4,sampled,2054,250,43,43,500,0,150,230,0,22372,30788,8416,,0,0,,1,0
1910,4,sampled,2054,250,43,43,1000,0,150,230,0,24560,32976,8416,,0,0,,1,0
1910,4,sampled,2054,250,43,43,5000,0,150,230,0,24576,32992,8416,,0,0,,1,0
1910,4,sampled,2054,250,43,43,10000,0,150,230,0,24576,32992,8416,,0,0,,1,0
1911,0,ancestor,2055,250,105,8,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1911,0,ancestor,2055,250,105,8,100,3,157,234,35,4552,12716,8129,250.0,1,2,8,1,0
1911,0,ancestor,2055,250,105,8,500,0,157,237,0,22172,30360,8188,,0,0,,1,0
1911,0,ancestor,2055,250,105,8,1000,0,157,237,0,24516,32704,8188,,0,0,,1,0
1911,0,ancestor,2055,250,105,8,5000,0,157,237,0,24576,32764,8188,,0,0,,1,0
1911,0,ancestor,2055,250,105,8,10000,0,157,237,0,24576,32764,8188,,0,0,,1,0
1911,0,sampled,2055,250,105,8,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1911,0,sampled,2055,250,105,8,100,3,157,234,35,4552,12716,8129,250.0,1,2,8,1,0
1911,0,sampled,2055,250,105,8,500,0,157,237,0,22172,30360,8188,,0,0,,1,0
1911,0,sampled,2055,250,105,8,1000,0,157,237,0,24516,32704,8188,,0,0,,1,0
1911,0,sampled,2055,250,105,8,5000,0,157,237,0,24576,32764,8188,,0,0,,1,0
1911,0,sampled,2055,250,105,8,10000,0,157,237,0,24576,32764,8188,,0,0,,1,0
1911,1,ancestor,2056,250,105,8,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1911,1,ancestor,2056,250,105,8,100,0,160,240,0,4928,13040,8112,,0,0,,1,0
1911,1,ancestor,2056,250,105,8,500,0,160,240,0,22472,30584,8112,,0,0,,1,0
1911,1,ancestor,2056,250,105,8,1000,0,160,240,0,24564,32676,8112,,0,0,,1,0
1911,1,ancestor,2056,250,105,8,5000,0,160,240,0,24576,32688,8112,,0,0,,1,0
1911,1,ancestor,2056,250,105,8,10000,0,160,240,0,24576,32688,8112,,0,0,,1,0
1911,1,sampled,2056,250,105,8,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1911,1,sampled,2056,250,105,8,100,0,160,240,0,4928,13040,8112,,0,0,,1,0
1911,1,sampled,2056,250,105,8,500,0,160,240,0,22472,30584,8112,,0,0,,1,0
1911,1,sampled,2056,250,105,8,1000,0,160,240,0,24564,32676,8112,,0,0,,1,0
1911,1,sampled,2056,250,105,8,5000,0,160,240,0,24576,32688,8112,,0,0,,1,0
1911,1,sampled,2056,250,105,8,10000,0,160,240,0,24576,32688,8112,,0,0,,1,0
1911,2,ancestor,2057,250,105,8,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1911,2,ancestor,2057,250,105,8,100,3,155,232,41,4460,12916,8415,250.0,1,3,5,1,0
1911,2,ancestor,2057,250,105,8,500,10,625,695,114,4496,34732,30122,250.0,1,1,24,1,0
1911,2,ancestor,2057,250,105,8,1000,6,1081,1155,118,9440,62068,52510,250.0,1,1,34,1,0
1911,2,ancestor,2057,250,105,8,5000,62,4902,4920,1098,6368,291144,283678,250.0,1,1,140,1,0
1911,2,ancestor,2057,250,105,8,10000,46,9442,9476,860,6648,582028,574520,250.0,1,1,275,1,0
1911,2,sampled,2057,250,105,8,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1911,2,sampled,2057,250,105,8,100,3,155,232,41,4460,12916,8415,250.0,1,3,5,1,0
1911,2,sampled,2057,250,105,8,500,10,625,695,114,4496,34732,30122,250.0,1,1,24,1,0
1911,2,sampled,2057,250,105,8,1000,6,1081,1155,118,9440,62068,52510,250.0,1,1,34,1,0
1911,2,sampled,2057,250,105,8,5000,62,4902,4920,1098,6368,291144,283678,250.0,1,1,140,1,0
1911,2,sampled,2057,250,105,8,10000,46,9442,9476,860,6648,582028,574520,250.0,1,1,275,1,0
1911,3,ancestor,2058,250,105,8,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1911,3,ancestor,2058,250,105,8,100,0,151,231,0,5056,13196,8140,,0,0,,1,0
1911,3,ancestor,2058,250,105,8,500,0,151,231,0,22280,30420,8140,,0,0,,1,0
1911,3,ancestor,2058,250,105,8,1000,0,151,231,0,24560,32700,8140,,0,0,,1,0
1911,3,ancestor,2058,250,105,8,5000,0,151,231,0,24576,32716,8140,,0,0,,1,0
1911,3,ancestor,2058,250,105,8,10000,0,151,231,0,24576,32716,8140,,0,0,,1,0
1911,3,sampled,2058,250,105,8,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1911,3,sampled,2058,250,105,8,100,0,151,231,0,5056,13196,8140,,0,0,,1,0
1911,3,sampled,2058,250,105,8,500,0,151,231,0,22280,30420,8140,,0,0,,1,0
1911,3,sampled,2058,250,105,8,1000,0,151,231,0,24560,32700,8140,,0,0,,1,0
1911,3,sampled,2058,250,105,8,5000,0,151,231,0,24576,32716,8140,,0,0,,1,0
1911,3,sampled,2058,250,105,8,10000,0,151,231,0,24576,32716,8140,,0,0,,1,0
1911,4,ancestor,2059,250,105,8,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1911,4,ancestor,2059,250,105,8,100,3,153,230,44,4712,12932,8176,250.0,1,3,4,1,0
1911,4,ancestor,2059,250,105,8,500,11,546,615,187,6628,35284,28469,250.0,1,1,23,1,0
1911,4,ancestor,2059,250,105,8,1000,42,992,1030,854,8460,62816,53502,250.0,1,1,30,1,0
1911,4,ancestor,2059,250,105,8,5000,119,4913,4874,2364,7168,291868,282336,250.0,1,1,117,1,0
1911,4,ancestor,2059,250,105,8,10000,55,9686,9711,1147,7448,576108,567513,250.0,1,1,248,1,0
1911,4,sampled,2059,250,105,8,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1911,4,sampled,2059,250,105,8,100,3,153,230,44,4712,12932,8176,250.0,1,3,4,1,0
1911,4,sampled,2059,250,105,8,500,11,546,615,187,6628,35284,28469,250.0,1,1,23,1,0
1911,4,sampled,2059,250,105,8,1000,42,992,1030,854,8460,62816,53502,250.0,1,1,30,1,0
1911,4,sampled,2059,250,105,8,5000,119,4913,4874,2364,7168,291868,282336,250.0,1,1,117,1,0
1911,4,sampled,2059,250,105,8,10000,55,9686,9711,1147,7448,576108,567513,250.0,1,1,248,1,0
1912,0,ancestor,2060,250,107,59,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1912,0,ancestor,2060,250,107,59,100,3,153,230,56,4492,12724,8176,250.0,1,3,6,1,0
1912,0,ancestor,2060,250,107,59,500,57,643,666,696,3212,34212,30304,250.0,1,1,25,1,0
1912,0,ancestor,2060,250,107,59,1000,22,1016,1074,371,8680,63128,54077,250.0,1,1,37,1,0
1912,0,ancestor,2060,250,107,59,5000,51,4713,4742,967,8516,297128,287645,250.0,1,1,147,1,0
1912,0,ancestor,2060,250,107,59,10000,57,9414,9437,959,8596,584688,575133,250.0,1,1,247,1,0
1912,0,sampled,2060,291,107,59,0,80,0,0,1920,5120,7040,0,291.0,1,80,0,1,0
1912,0,sampled,2060,291,107,59,100,6,158,232,95,4188,12736,8453,291.0,1,6,5,1,0
1912,0,sampled,2060,291,107,59,500,14,534,600,262,6728,36384,29394,291.0,1,2,16,1,0
1912,0,sampled,2060,291,107,59,1000,109,1048,1019,1810,4372,65264,59082,291.0,1,2,32,1,0
1912,0,sampled,2060,291,107,59,5000,31,4585,4634,695,6516,302140,294929,291.0,1,1,126,1,0
1912,0,sampled,2060,291,107,59,10000,73,9007,9014,1290,4824,596304,590190,291.0,1,1,255,1,0
1912,1,ancestor,2061,250,107,59,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1912,1,ancestor,2061,250,107,59,100,6,157,231,80,4220,12700,8400,250.0,1,4,5,1,0
1912,1,ancestor,2061,250,107,59,500,86,642,636,1096,2752,33632,29784,250.0,1,1,28,1,0
1912,1,ancestor,2061,250,107,59,1000,25,1055,1110,471,6800,61992,54721,250.0,1,1,32,1,0
1912,1,ancestor,2061,250,107,59,5000,63,4916,4933,1026,4408,291868,286434,250.0,1,1,157,1,0
1912,1,ancestor,2061,250,107,59,10000,57,9665,9688,1167,9480,576452,565805,250.0,1,1,276,1,0
1912,1,sampled,2061,291,107,59,0,80,0,0,1920,5120,7040,0,291.0,1,80,0,1,0
1912,1,sampled,2061,291,107,59,100,6,160,234,33,4228,12752,8491,291.0,1,4,5,1,0
1912,1,sampled,2061,291,107,59,500,0,160,240,0,22096,30696,8600,,0,0,,1,0
1912,1,sampled,2061,291,107,59,1000,0,160,240,0,24540,33140,8600,,0,0,,1,0
1912,1,sampled,2061,291,107,59,5000,0,160,240,0,24576,33176,8600,,0,0,,1,0
1912,1,sampled,2061,291,107,59,10000,0,160,240,0,24576,33176,8600,,0,0,,1,0
1912,2,ancestor,2062,250,107,59,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1912,2,ancestor,2062,250,107,59,100,3,156,233,53,4664,12808,8091,250.0,1,3,3,1,0
1912,2,ancestor,2062,250,107,59,500,14,580,646,197,5740,35804,29867,250.0,1,1,25,1,0
1912,2,ancestor,2062,250,107,59,1000,43,992,1029,815,10424,63624,52385,250.0,1,1,30,1,0
1912,2,ancestor,2062,250,107,59,5000,52,4715,4743,981,6428,294964,287555,250.0,1,1,131,1,0
1912,2,ancestor,2062,250,107,59,10000,37,9369,9412,684,7652,581916,573580,250.0,1,1,245,1,0
1912,2,sampled,2062,291,107,59,0,80,0,0,1920,5120,7040,0,291.0,1,80,0,1,0
1912,2,sampled,2062,291,107,59,100,3,168,245,49,4536,12856,8271,291.0,1,2,4,1,0
1912,2,sampled,2062,291,107,59,500,11,670,739,148,3800,35428,31480,291.0,1,1,20,1,0
1912,2,sampled,2062,291,107,59,1000,15,1068,1133,303,11272,64388,52813,291.0,1,1,27,1,0
1912,2,sampled,2062,291,107,59,5000,64,4919,4935,1224,4732,298700,292744,291.0,1,1,136,1,0
1912,2,sampled,2062,291,107,59,10000,36,9297,9341,686,6388,592120,585046,291.0,1,1,244,1,0
1912,3,ancestor,2063,250,107,59,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1912,3,ancestor,2063,250,107,59,100,6,164,238,76,4676,13232,8480,250.0,1,5,7,1,0
1912,3,ancestor,2063,250,107,59,500,29,534,585,630,6796,36032,28606,250.0,1,1,20,1,0
1912,3,ancestor,2063,250,107,59,1000,86,998,992,1689,7804,65384,55891,250.0,1,1,30,1,0
1912,3,ancestor,2063,250,107,59,5000,101,4816,4795,1845,5328,293752,286579,250.0,1,1,126,1,0
1912,3,ancestor,2063,250,107,59,10000,77,9688,9691,1582,8472,576420,566366,250.0,1,1,272,1,0
1912,3,sampled,2063,291,107,59,0,80,0,0,1920,5120,7040,0,291.0,1,80,0,1,0
1912,3,sampled,2063,291,107,59,100,4,152,228,71,4728,13388,8589,291.0,1,4,3,1,0
1912,3,sampled,2063,291,107,59,500,0,152,232,0,22032,30844,8812,,0,0,,1,0
1912,3,sampled,2063,291,107,59,1000,0,152,232,0,24552,33364,8812,,0,0,,1,0
1912,3,sampled,2063,291,107,59,5000,0,152,232,0,24576,33388,8812,,0,0,,1,0
1912,3,sampled,2063,291,107,59,10000,0,152,232,0,24576,33388,8812,,0,0,,1,0
1912,4,ancestor,2064,250,107,59,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1912,4,ancestor,2064,250,107,59,100,3,152,229,14,4456,12816,8346,250.0,1,3,5,1,0
1912,4,ancestor,2064,250,107,59,500,0,152,232,0,22432,30792,8360,,0,0,,1,0
1912,4,ancestor,2064,250,107,59,1000,0,152,232,0,24572,32932,8360,,0,0,,1,0
1912,4,ancestor,2064,250,107,59,5000,0,152,232,0,24576,32936,8360,,0,0,,1,0
1912,4,ancestor,2064,250,107,59,10000,0,152,232,0,24576,32936,8360,,0,0,,1,0
1912,4,sampled,2064,291,107,59,0,80,0,0,1920,5120,7040,0,291.0,1,80,0,1,0
1912,4,sampled,2064,291,107,59,100,5,154,229,68,4444,12856,8344,291.0,1,4,6,1,0
1912,4,sampled,2064,291,107,59,500,17,519,582,287,7828,36440,28325,291.0,1,1,19,1,0
1912,4,sampled,2064,291,107,59,1000,79,1025,1026,1772,6960,65612,56880,291.0,1,1,29,1,0
1912,4,sampled,2064,291,107,59,5000,38,4587,4629,718,5244,299876,293914,291.0,1,1,103,1,0
1912,4,sampled,2064,291,107,59,10000,80,8942,8942,1618,5804,594256,586834,291.0,1,1,207,1,0
1913,0,ancestor,2065,250,225,2,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1913,0,ancestor,2065,250,225,2,100,4,155,231,66,4904,13164,8194,250.0,1,2,6,1,0
1913,0,ancestor,2065,250,225,2,500,0,157,237,0,22484,30868,8384,,0,0,,1,0
1913,0,ancestor,2065,250,225,2,1000,0,157,237,0,24568,32952,8384,,0,0,,1,0
1913,0,ancestor,2065,250,225,2,5000,0,157,237,0,24576,32960,8384,,0,0,,1,0
1913,0,ancestor,2065,250,225,2,10000,0,157,237,0,24576,32960,8384,,0,0,,1,0
1913,0,sampled,2065,276,225,2,0,80,0,0,1920,5120,7040,0,276.0,1,80,0,1,0
1913,0,sampled,2065,276,225,2,100,6,152,226,132,4680,13236,8424,276.0,1,5,5,1,0
1913,0,sampled,2065,276,225,2,500,15,614,679,248,4240,35744,31256,276.0,1,2,18,1,0
1913,0,sampled,2065,276,225,2,1000,46,999,1033,1096,11264,65196,52836,276.0,1,1,28,1,0
1913,0,sampled,2065,276,225,2,5000,41,4697,4736,862,6412,298536,291262,276.0,1,1,131,1,0
1913,0,sampled,2065,276,225,2,10000,65,9308,9323,1183,7060,589572,581329,276.0,1,1,252,1,0
1913,1,ancestor,2066,250,225,2,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1913,1,ancestor,2066,250,225,2,100,3,150,227,46,4728,13004,8230,250.0,1,3,3,1,0
1913,1,ancestor,2066,250,225,2,500,0,150,230,0,22508,30844,8336,,0,0,,1,0
1913,1,ancestor,2066,250,225,2,1000,0,150,230,0,24572,32908,8336,,0,0,,1,0
1913,1,ancestor,2066,250,225,2,5000,0,150,230,0,24576,32912,8336,,0,0,,1,0
1913,1,ancestor,2066,250,225,2,10000,0,150,230,0,24576,32912,8336,,0,0,,1,0
1913,1,sampled,2066,276,225,2,0,80,0,0,1920,5120,7040,0,276.0,1,80,0,1,0
1913,1,sampled,2066,276,225,2,100,7,160,233,107,4732,13180,8341,276.0,1,4,9,1,0
1913,1,sampled,2066,276,225,2,500,0,163,243,0,22144,31000,8856,,0,0,,1,0
1913,1,sampled,2066,276,225,2,1000,0,163,243,0,24528,33384,8856,,0,0,,1,0
1913,1,sampled,2066,276,225,2,5000,0,163,243,0,24576,33432,8856,,0,0,,1,0
1913,1,sampled,2066,276,225,2,10000,0,163,243,0,24576,33432,8856,,0,0,,1,0
1913,2,ancestor,2067,250,225,2,0,80,0,0,1920,5120,7040,0,250.0,1,80,0,1,0
1913,2,ancestor,2067,250,225,2,100,4,149,225,60,4664,13196,8472,250.0,1,4,6,1,0
1913,2,ancestor,2067,250,225,2,500,41,640,679,531,3272,34696,30893,250.0,1,1,22,1,0
1913,2,ancestor,2067,250,225,2,1000,11,1014,1083,186,9792,63660,53682,250.0,1,1,24,1,0
1913,2,ancestor,2067,250,225,2,5000,70,4903,4913,1314,5820,292256,285122,250.0,1,1,128,1,0
