source,parent_index,coordinate,delta,parent_valid,variant_valid,variant_reason,transition,silent_genotype,weights_changed,active_sites_changed,cost_change,behavior_tv
83003,3,0,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,3,1,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,3,1,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,3,2,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,3,2,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,3,3,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,3,3,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,3,4,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,3,4,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,3,5,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,3,5,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,3,6,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,3,6,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,3,7,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,3,7,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,3,8,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,3,8,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,3,9,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,-35,
83003,3,9,1,False,False,empty_structure,invalid_to_invalid,False,False,False,35,
83003,4,0,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,4,0,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,4,1,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,4,1,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,4,2,-1,False,False,empty_structure,invalid_to_invalid,True,False,False,0,
83003,4,2,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,4,3,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,4,3,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,4,4,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,4,4,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,4,5,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,4,5,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,4,6,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,4,6,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,4,7,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,4,7,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,4,8,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,4,8,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83003,4,9,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,-35,
83003,4,9,1,False,False,empty_structure,invalid_to_invalid,False,False,False,35,
83004,0,0,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,0,0,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,0,1,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,0,1,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,0,2,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,0,2,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,0,3,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,0,3,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,0,4,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,0,4,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,0,5,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,0,5,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,0,6,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,0,6,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,0,7,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,0,7,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,0,8,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,0,8,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,0,9,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,-35,
83004,0,9,1,False,False,empty_structure,invalid_to_invalid,False,False,False,35,
83004,1,0,-1,True,True,developed,valid_to_valid,False,False,False,0,0
83004,1,0,1,True,True,developed,valid_to_valid,False,False,False,0,0
83004,1,1,-1,True,True,developed,valid_to_valid,False,False,False,0,0
83004,1,1,1,True,True,developed,valid_to_valid,False,False,False,0,0
83004,1,2,-1,True,True,developed,valid_to_valid,False,False,False,0,0
83004,1,2,1,True,True,developed,valid_to_valid,False,False,False,0,0
83004,1,3,-1,True,True,developed,valid_to_valid,False,False,False,0,0
83004,1,3,1,True,True,developed,valid_to_valid,False,False,False,0,0
83004,1,4,-1,True,False,empty_structure,valid_to_invalid,False,True,True,-1,
83004,1,4,1,True,True,developed,valid_to_valid,True,False,False,0,0
83004,1,5,-1,True,True,developed,valid_to_valid,False,True,False,0,0
83004,1,5,1,True,True,developed,valid_to_valid,False,False,False,0,0
83004,1,6,-1,True,True,developed,valid_to_valid,False,True,False,0,0
83004,1,6,1,True,False,empty_structure,valid_to_invalid,False,True,True,-1,
83004,1,7,-1,True,True,developed,valid_to_valid,False,True,False,0,0
83004,1,7,1,True,False,empty_structure,valid_to_invalid,False,True,True,-1,
83004,1,8,-1,True,True,developed,valid_to_valid,False,False,False,0,0
83004,1,8,1,True,False,empty_structure,valid_to_invalid,False,True,True,-1,
83004,1,9,-1,True,True,developed,valid_to_valid,False,True,False,-35,0
83004,1,9,1,True,False,empty_structure,valid_to_invalid,False,True,True,34,
83004,2,0,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,2,0,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,2,1,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,2,1,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,2,2,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,2,2,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,2,3,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,2,3,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,2,4,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,2,4,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,2,5,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,2,5,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,2,6,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,2,6,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,2,7,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,2,7,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,2,8,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,2,8,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,2,9,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,-35,
83004,2,9,1,False,False,empty_structure,invalid_to_invalid,False,False,False,35,
83004,3,0,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,3,0,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,3,1,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,3,1,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,3,2,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,3,2,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,3,3,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,3,3,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,3,4,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,3,4,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,3,5,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,3,5,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,3,6,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,3,6,1,False,False,empty_structure,invalid_to_invalid,True,False,False,0,
83004,3,7,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,3,7,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,3,8,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,3,8,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,3,9,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,-35,
83004,3,9,1,False,False,empty_structure,invalid_to_invalid,False,False,False,35,
83004,4,0,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,4,0,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,4,1,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,4,1,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,4,2,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,4,2,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,4,3,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,4,3,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,4,4,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,4,4,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,4,5,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,4,5,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,4,6,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,4,6,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,4,7,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,4,7,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,4,8,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,4,8,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83004,4,9,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,-35,
83004,4,9,1,False,False,empty_structure,invalid_to_invalid,False,False,False,35,
83005,0,0,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,0,0,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,0,1,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,0,1,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,0,2,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,0,2,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,0,3,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,0,3,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,0,4,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,0,4,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,0,5,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,0,5,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,0,6,-1,False,True,developed,invalid_to_valid,False,True,True,2,
83005,0,6,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,0,7,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,0,7,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,0,8,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,0,8,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,0,9,-1,False,True,developed,invalid_to_valid,False,True,True,-33,
83005,0,9,1,False,False,empty_structure,invalid_to_invalid,False,False,False,35,
83005,1,0,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,1,0,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,1,1,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,1,1,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,1,2,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,1,2,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,1,3,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,1,3,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,1,4,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,1,4,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,1,5,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,1,5,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,1,6,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,1,6,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,1,7,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,1,7,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,1,8,-1,False,False,empty_structure,invalid_to_invalid,True,False,False,0,
83005,1,8,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,1,9,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,-35,
83005,1,9,1,False,False,empty_structure,invalid_to_invalid,False,False,False,35,
83005,2,0,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,2,0,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,2,1,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,2,1,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,2,2,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,2,2,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,2,3,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,2,3,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,2,4,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,2,4,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,2,5,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,2,5,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,2,6,-1,False,False,empty_structure,invalid_to_invalid,True,False,False,0,
83005,2,6,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,2,7,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,2,7,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,2,8,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,2,8,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,2,9,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,-35,
83005,2,9,1,False,False,empty_structure,invalid_to_invalid,False,False,False,35,
83005,3,0,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,3,0,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,3,1,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,3,1,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,3,2,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,3,2,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,3,3,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,3,3,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,3,4,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,3,4,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,3,5,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,3,5,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,3,6,-1,False,False,empty_structure,invalid_to_invalid,True,False,False,0,
83005,3,6,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,3,7,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,3,7,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,3,8,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,3,8,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,3,9,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,-35,
83005,3,9,1,False,False,empty_structure,invalid_to_invalid,False,False,False,35,
83005,4,0,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,4,0,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,4,1,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,4,1,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,4,2,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,4,2,1,False,False,empty_structure,invalid_to_invalid,True,False,False,0,
83005,4,3,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,4,3,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,4,4,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,4,4,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,4,5,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,4,5,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,4,6,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,4,6,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,4,7,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,4,7,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,4,8,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,4,8,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83005,4,9,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,-35,
83005,4,9,1,False,False,empty_structure,invalid_to_invalid,True,False,False,0,
83006,0,0,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,0,0,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,0,1,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,0,1,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,0,2,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,0,2,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,0,3,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,0,3,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,0,4,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,0,4,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,0,5,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,0,5,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,0,6,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,0,6,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,0,7,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,0,7,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,0,8,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,0,8,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,0,9,-1,False,False,empty_structure,invalid_to_invalid,True,False,False,0,
83006,0,9,1,False,False,empty_structure,invalid_to_invalid,False,False,False,35,
83006,1,0,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,1,0,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,1,1,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,1,1,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,1,2,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,1,2,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,1,3,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,1,3,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,1,4,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,1,4,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,1,5,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,1,5,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,1,6,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,1,6,1,False,False,empty_structure,invalid_to_invalid,True,False,False,0,
83006,1,7,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,1,7,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,1,8,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,1,8,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,1,9,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,-35,
83006,1,9,1,False,False,empty_structure,invalid_to_invalid,True,False,False,0,
83006,2,0,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,2,0,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,2,1,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,2,1,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,2,2,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,2,2,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,2,3,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,2,3,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,2,4,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,2,4,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,2,5,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,2,5,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,2,6,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,2,6,1,False,False,empty_structure,invalid_to_invalid,True,False,False,0,
83006,2,7,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,2,7,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,2,8,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,2,8,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,2,9,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,-35,
83006,2,9,1,False,False,empty_structure,invalid_to_invalid,False,False,False,35,
83006,3,0,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,3,0,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,3,1,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,3,1,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,3,2,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,3,2,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,3,3,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,3,3,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,3,4,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,3,4,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,3,5,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,3,5,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,3,6,-1,False,False,empty_structure,invalid_to_invalid,True,False,False,0,
83006,3,6,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,3,7,-1,False,True,developed,invalid_to_valid,False,True,True,1,
83006,3,7,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,3,8,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,3,8,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83006,3,9,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,-35,
83006,3,9,1,False,False,empty_structure,invalid_to_invalid,False,False,False,35,
83006,4,0,-1,True,True,developed,valid_to_valid,False,True,True,0,47/160
83006,4,0,1,True,True,developed,valid_to_valid,False,True,True,0,47/80
83006,4,1,-1,True,True,developed,valid_to_valid,False,False,False,0,0
83006,4,1,1,True,True,developed,valid_to_valid,False,True,False,0,0
83006,4,2,-1,True,True,developed,valid_to_valid,False,True,False,0,0
83006,4,2,1,True,True,developed,valid_to_valid,False,True,False,0,0
83006,4,3,-1,True,True,developed,valid_to_valid,False,False,False,0,0
83006,4,3,1,True,True,developed,valid_to_valid,False,True,False,0,0
83006,4,4,-1,True,True,developed,valid_to_valid,False,True,True,0,1/20
83006,4,4,1,True,True,developed,valid_to_valid,False,True,True,0,1/20
83006,4,5,-1,True,True,developed,valid_to_valid,False,True,False,0,0
83006,4,5,1,True,True,developed,valid_to_valid,False,False,False,0,0
83006,4,6,-1,True,True,developed,valid_to_valid,False,True,False,0,0
83006,4,6,1,True,True,developed,valid_to_valid,False,True,True,-1,31/160
83006,4,7,-1,True,True,developed,valid_to_valid,False,True,False,0,0
83006,4,7,1,True,True,developed,valid_to_valid,False,True,False,0,0
83006,4,8,-1,True,True,developed,valid_to_valid,False,False,False,0,0
83006,4,8,1,True,True,developed,valid_to_valid,False,False,False,0,0
83006,4,9,-1,True,True,developed,valid_to_valid,True,False,False,0,0
83006,4,9,1,True,True,developed,valid_to_valid,False,True,True,34,31/160
83007,0,0,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,0,0,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,0,1,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,0,1,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,0,2,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,0,2,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,0,3,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,0,3,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,0,4,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,0,4,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,0,5,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,0,5,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,0,6,-1,False,False,empty_structure,invalid_to_invalid,True,False,False,0,
83007,0,6,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,0,7,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,0,7,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,0,8,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,0,8,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,0,9,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,-35,
83007,0,9,1,False,False,empty_structure,invalid_to_invalid,False,False,False,35,
83007,1,0,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,1,0,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,1,1,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,1,1,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,1,2,-1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
83007,1,2,1,False,False,empty_structure,invalid_to_invalid,False,False,False,0,
