genome,expected_change_per_birth,expected_change_exact,probability_of_actual_change
486,0.0,0,0.09950248756218906
487,0.0,0,0.09950248756218906
488,0.0,0,0.09950248756218906
489,0.0,0,0.09950248756218906
490,0.0,0,0.09950248756218906
491,0.0,0,0.09950248756218906
492,0.0,0,0.09950248756218906
493,0.0,0,0.09950248756218906
494,0.0,0,0.09950248756218906
495,0.0,0,0.09950248756218906
496,0.0,0,0.09950248756218906
497,0.0,0,0.09950248756218906
498,0.0,0,0.09950248756218906
499,0.0,0,0.09950248756218906
500,0.0,0,0.09950248756218906
501,0.0,0,0.09950248756218906
502,0.0,0,0.09950248756218906
503,0.0,0,0.09950248756218906
504,0.0,0,0.09950248756218906
505,0.0,0,0.09950248756218906
506,0.0,0,0.09950248756218906
507,0.0,0,0.09950248756218906
508,0.0,0,0.09950248756218906
509,0.0,0,0.09950248756218906
510,0.0,0,0.09950248756218906
511,0.0,0,0.09950248756218906
512,0.0,0,0.09950248756218906
513,0.0,0,0.09950248756218906
514,0.0,0,0.09950248756218906
515,0.0,0,0.09950248756218906
516,0.0,0,0.09950248756218906
517,0.0,0,0.09950248756218906
518,0.0,0,0.09950248756218906
519,0.0,0,0.09950248756218906
520,0.0,0,0.09950248756218906
521,0.0,0,0.09950248756218906
522,0.0,0,0.09950248756218906
523,0.0,0,0.09950248756218906
524,0.0,0,0.09950248756218906
525,0.0,0,0.09950248756218906
526,0.0,0,0.09950248756218906
527,0.0,0,0.09950248756218906
528,0.0,0,0.09950248756218906
529,0.0,0,0.09950248756218906
530,0.0,0,0.09950248756218906
531,0.0,0,0.09950248756218906
532,0.0,0,0.09950248756218906
533,0.0,0,0.09950248756218906
534,0.0,0,0.09950248756218906
535,0.0,0,0.09950248756218906
536,0.0,0,0.09950248756218906
537,0.0,0,0.09950248756218906
538,0.0,0,0.09950248756218906
539,0.0,0,0.09950248756218906
540,0.0,0,0.09950248756218906
541,0.0,0,0.09950248756218906
542,0.0,0,0.09950248756218906
543,0.0,0,0.09950248756218906
544,0.0,0,0.09950248756218906
545,0.0,0,0.09950248756218906
546,0.0,0,0.09950248756218906
547,0.0,0,0.09950248756218906
548,0.0,0,0.09950248756218906
549,0.0,0,0.09950248756218906
550,0.0,0,0.09950248756218906
551,0.0,0,0.09950248756218906
552,0.0,0,0.09950248756218906
553,0.0,0,0.09950248756218906
554,0.0,0,0.09950248756218906
555,0.0,0,0.09950248756218906
556,0.0,0,0.09950248756218906
557,0.0,0,0.09950248756218906
558,0.0,0,0.09950248756218906
559,0.0,0,0.09950248756218906
560,0.0,0,0.09950248756218906
561,0.0,0,0.09950248756218906
562,0.0,0,0.09950248756218906
563,0.0,0,0.09950248756218906
564,0.0,0,0.09950248756218906
565,0.0,0,0.09950248756218906
566,0.0,0,0.09950248756218906
567,0.0,0,0.09950248756218906
568,0.0,0,0.09950248756218906
569,0.0,0,0.09950248756218906
570,0.0,0,0.09950248756218906
571,0.0,0,0.09950248756218906
572,0.0,0,0.09950248756218906
573,0.0,0,0.09950248756218906
574,0.0,0,0.09950248756218906
575,0.0,0,0.09950248756218906
576,0.0,0,0.09950248756218906
577,0.0,0,0.09950248756218906
578,0.0,0,0.09950248756218906
579,0.0,0,0.09950248756218906
580,0.0,0,0.09950248756218906
581,0.0,0,0.09950248756218906
582,0.0,0,0.09950248756218906
583,0.0,0,0.09950248756218906
584,0.0,0,0.09950248756218906
585,0.0,0,0.09950248756218906
586,0.0,0,0.09950248756218906
587,0.0,0,0.09950248756218906
588,0.0,0,0.09950248756218906
589,0.0,0,0.09950248756218906
590,0.0,0,0.09950248756218906
591,0.0,0,0.09950248756218906
592,0.0,0,0.09950248756218906
593,0.0,0,0.09950248756218906
594,0.0,0,0.09950248756218906
595,0.0,0,0.09950248756218906
596,0.0,0,0.09950248756218906
597,0.0,0,0.09950248756218906
598,0.0,0,0.09950248756218906
599,0.0,0,0.09950248756218906
600,0.0,0,0.09950248756218906
601,0.0,0,0.09950248756218906
602,0.0,0,0.09950248756218906
603,0.0,0,0.09950248756218906
604,0.0,0,0.09950248756218906
605,0.0,0,0.09950248756218906
606,0.0,0,0.09950248756218906
607,0.0,0,0.09950248756218906
608,0.0,0,0.09950248756218906
609,0.0,0,0.09950248756218906
610,0.0,0,0.09950248756218906
611,0.0,0,0.09950248756218906
612,0.0,0,0.09950248756218906
613,0.0,0,0.09950248756218906
614,0.0,0,0.09950248756218906
615,0.0,0,0.09950248756218906
616,0.0,0,0.09950248756218906
617,0.0,0,0.09950248756218906
618,0.0,0,0.09950248756218906
619,0.0,0,0.09950248756218906
620,0.0,0,0.09950248756218906
621,0.0,0,0.09950248756218906
622,0.0,0,0.09950248756218906
623,0.0,0,0.09950248756218906
624,0.0,0,0.09950248756218906
625,0.0,0,0.09950248756218906
626,0.0,0,0.09950248756218906
627,0.0,0,0.09950248756218906
628,0.0,0,0.09950248756218906
629,0.0,0,0.09950248756218906
630,0.0,0,0.09950248756218906
631,0.0,0,0.09950248756218906
632,0.0,0,0.09950248756218906
633,0.0,0,0.09950248756218906
634,0.0,0,0.09950248756218906
635,0.0,0,0.09950248756218906
636,0.0,0,0.09950248756218906
637,0.0,0,0.09950248756218906
638,0.0,0,0.09950248756218906
639,0.0,0,0.09950248756218906
640,0.0,0,0.09950248756218906
641,0.0,0,0.09950248756218906
642,0.0,0,0.09950248756218906
643,0.0,0,0.09950248756218906
644,0.0,0,0.09950248756218906
645,0.0,0,0.09950248756218906
646,0.0,0,0.09950248756218906
647,0.0,0,0.09950248756218906
648,0.0,0,0.09950248756218906
649,0.0,0,0.09950248756218906
650,0.0,0,0.09950248756218906
651,0.0,0,0.09950248756218906
652,0.0,0,0.09950248756218906
653,0.0,0,0.09950248756218906
654,0.0,0,0.09950248756218906
655,0.0,0,0.09950248756218906
656,0.0,0,0.09950248756218906
657,0.0,0,0.09950248756218906
658,0.0,0,0.09950248756218906
659,0.0,0,0.09950248756218906
660,0.0,0,0.09950248756218906
661,0.0,0,0.09950248756218906
662,0.0,0,0.09950248756218906
663,0.0,0,0.09950248756218906
664,0.0,0,0.09950248756218906
665,0.0,0,0.09950248756218906
666,0.0,0,0.09950248756218906
667,0.0,0,0.09950248756218906
668,0.0,0,0.09950248756218906
669,0.0,0,0.09950248756218906
670,0.0,0,0.09950248756218906
671,0.0,0,0.09950248756218906
672,0.0,0,0.09950248756218906
673,0.0,0,0.09950248756218906
674,0.0,0,0.09950248756218906
675,0.0,0,0.09950248756218906
676,0.0,0,0.09950248756218906
677,0.0,0,0.09950248756218906
678,0.0,0,0.09950248756218906
679,0.0,0,0.09950248756218906
680,0.0,0,0.09950248756218906
681,0.0,0,0.09950248756218906
682,0.0,0,0.09950248756218906
683,0.0,0,0.09950248756218906
684,0.0,0,0.09950248756218906
685,0.0,0,0.09950248756218906
686,0.0,0,0.09950248756218906
687,0.0,0,0.09950248756218906
688,0.0,0,0.09950248756218906
689,0.0,0,0.09950248756218906
690,0.0,0,0.09950248756218906
691,0.0,0,0.09950248756218906
692,0.0,0,0.09950248756218906
693,0.0,0,0.09950248756218906
694,0.0,0,0.09950248756218906
695,0.0,0,0.09950248756218906
696,0.0,0,0.09950248756218906
697,0.0,0,0.09950248756218906
698,0.0,0,0.09950248756218906
699,0.0,0,0.09950248756218906
700,0.0,0,0.09950248756218906
701,0.0,0,0.09950248756218906
702,0.0,0,0.09950248756218906
703,0.0,0,0.09950248756218906
704,0.0,0,0.09950248756218906
705,0.0,0,0.09950248756218906
706,0.0,0,0.09950248756218906
707,0.0,0,0.09950248756218906
708,0.0,0,0.09950248756218906
709,0.0,0,0.09950248756218906
710,0.0,0,0.09950248756218906
711,0.0,0,0.09950248756218906
712,0.0,0,0.09950248756218906
713,0.0,0,0.09950248756218906
714,0.0,0,0.09950248756218906
715,0.0,0,0.09950248756218906
716,0.0,0,0.09950248756218906
717,0.0,0,0.09950248756218906
718,0.0,0,0.09950248756218906
719,0.0,0,0.09950248756218906
720,0.0,0,0.09950248756218906
721,0.0,0,0.09950248756218906
722,0.0,0,0.09950248756218906
723,0.0,0,0.09950248756218906
724,0.0,0,0.09950248756218906
725,0.0,0,0.09950248756218906
726,0.0,0,0.09950248756218906
727,0.0,0,0.09950248756218906
728,0.0,0,0.09950248756218906
729,0.0,0,0.09950248756218906
730,0.0,0,0.09950248756218906
731,0.0,0,0.09950248756218906
732,0.0,0,0.09950248756218906
733,0.0,0,0.09950248756218906
734,0.0,0,0.09950248756218906
735,0.0,0,0.09950248756218906
736,0.0,0,0.09950248756218906
737,0.0,0,0.09950248756218906
738,0.0,0,0.09950248756218906
739,0.0,0,0.09950248756218906
740,0.0,0,0.09950248756218906
741,0.0,0,0.09950248756218906
742,0.0,0,0.09950248756218906
743,0.0,0,0.09950248756218906
744,0.0,0,0.09950248756218906
745,0.0,0,0.09950248756218906
746,0.0,0,0.09950248756218906
747,0.0,0,0.09950248756218906
748,0.0,0,0.09950248756218906
749,0.0,0,0.09950248756218906
750,0.0,0,0.09950248756218906
751,0.0,0,0.09950248756218906
752,0.0,0,0.09950248756218906
753,0.0,0,0.09950248756218906
754,0.0,0,0.09950248756218906
755,0.0,0,0.09950248756218906
756,0.0,0,0.09950248756218906
757,0.0,0,0.09950248756218906
758,0.0,0,0.09950248756218906
759,0.0,0,0.09950248756218906
760,0.0,0,0.09950248756218906
761,0.0,0,0.09950248756218906
762,0.0,0,0.09950248756218906
763,0.0,0,0.09950248756218906
764,0.0,0,0.09950248756218906
765,0.0,0,0.09950248756218906
766,0.0,0,0.09950248756218906
767,0.0,0,0.09950248756218906
768,0.0,0,0.09950248756218906
769,0.0,0,0.09950248756218906
770,0.0,0,0.09950248756218906
771,0.0,0,0.09950248756218906
772,0.0,0,0.09950248756218906
773,0.0,0,0.09950248756218906
774,0.0,0,0.09950248756218906
